Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
8704,Course_8704,Office Tools,71,3628,8.772.643.013.292.090,Coursera,16.880.720.273.634.600,38.050.374.358.272.000,"0,00%"
8705,Course_8705,Programming,28,994,943.724.822.283.519,LinkedIn Learning,7.477.887.318.923.240,4.002.671.912.507.910,"0,00%"
8706,Course_8706,Office Tools,13,985,58.572.579.435.350.700,edX,332.657.146.750.334,30.730.789.880.208.200,"0,00%"
8707,Course_8707,Business,44,1276,51.412.057.372.505.500,Coursera,12.336.243.783.317.000,444.688.921.073.262,"0,00%"
8708,Course_8708,Office Tools,56,4920,8.513.893.434.799.130,LinkedIn Learning,15.461.068.444.356.200,37.736.114.317.759.600,"0,00%"
8709,Course_8709,Marketing,54,4890,6.105.425.041.265.920,edX,10.288.412.145.158.500,34.485.445.840.412.800,"0,00%"
8710,Course_8710,AI,14,170,7.219.660.079.002.340,edX,5.694.358.888.569.810,4.351.497.946.934.400,"0,00%"
8711,Course_8711,AI,68,2102,8.135.818.654.061.930,Coursera,17.751.543.084.453.600,4.797.474.590.268.110,"0,00%"
8712,Course_8712,Data Science,76,4383,847.584.926.897.809,LinkedIn Learning,45.840.933.602.447.000,4.545.032.338.095.030,"0,00%"
8713,Course_8713,Business,48,3476,8.041.278.093.435.640,LinkedIn Learning,5.251.397.047.189.210,30.982.383.204.069.900,"0,00%"
8714,Course_8714,Finance,52,4692,7.568.362.380.021.360,edX,16.105.257.918.087.700,3.195.652.011.846.750,"0,00%"
8715,Course_8715,AI,61,2515,7.303.306.093.236.570,edX,1.410.368.267.233.860,4.083.033.367.343.400,"0,00%"
8716,Course_8716,Office Tools,85,2359,7.479.389.498.589.250,LinkedIn Learning,14.119.818.956.073.700,37.783.355.491.936.000,"0,00%"
8717,Course_8717,Technology,65,3555,6.046.100.856.314.010,LinkedIn Learning,1.742.947.502.951.890,33.833.851.207.164.800,"0,00%"
8718,Course_8718,AI,94,4052,6.578.742.787.536.850,edX,19.492.431.369.022.900,45.192.151.012.619.500,"0,00%"
8719,Course_8719,Data Science,94,245,6.036.361.371.148.570,Coursera,1.644.737.424.425.710,4.471.494.462.458.890,"0,00%"
8720,Course_8720,Marketing,63,3595,5.718.453.761.756.550,LinkedIn Learning,19.550.582.551.922.700,37.862.759.190.554.100,"0,00%"
8721,Course_8721,Design,48,2875,6.044.797.879.667.440,Coursera,31.842.987.709.477.800,31.918.404.581.954.900,"0,00%"
8722,Course_8722,Marketing,87,2571,7.497.073.153.896.180,Udemy,17.505.151.250.836.800,4.731.012.102.906.520,"0,00%"
8723,Course_8723,Finance,14,4368,5.413.876.562.130.290,edX,12.416.200.618.457.900,4.036.125.662.298.450,"0,00%"
8724,Course_8724,Finance,63,2946,8.970.520.344.068.690,edX,6.247.268.659.709.600,36.582.396.126.512.700,"0,00%"
8725,Course_8725,Data Science,14,1198,58.958.767.916.039.500,Coursera,158.573.317.964.455,4.769.525.145.142.140,"0,00%"
8726,Course_8726,Technology,64,3869,81.660.271.593.574,Udemy,1.468.056.189.681.600,33.540.299.033.197.600,"0,00%"
8727,Course_8727,AI,93,3877,6.544.409.284.490.640,Coursera,33.384.497.638.016.600,43.485.601.366.588.500,"0,00%"
8728,Course_8728,Data Science,90,4878,9.822.539.045.562.430,Udemy,11.100.427.867.675.800,4.200.753.712.688.570,"0,00%"
8729,Course_8729,Finance,22,2642,6.266.398.230.985.350,Udemy,504.196.891.187.489,3.032.943.172.334.840,"0,00%"
8730,Course_8730,Data Science,82,2473,55.121.500.813.217.200,LinkedIn Learning,10.680.100.421.926.300,4.509.084.497.674.620,"0,00%"
8731,Course_8731,AI,11,1829,704.514.720.539.983,LinkedIn Learning,19.105.093.808.202.000,35.126.347.058.421.200,"0,00%"
8732,Course_8732,Office Tools,33,3432,6.069.405.567.405.880,Udemy,7.481.060.781.525.710,38.240.501.165.436.600,"0,00%"
8733,Course_8733,AI,50,4421,6.760.930.533.560.110,Coursera,2.883.176.026.984.670,4.402.133.887.396.720,"0,00%"
8734,Course_8734,Finance,92,3085,8.227.063.821.100.190,edX,26.199.411.070.019.100,30.367.179.856.158.600,"0,00%"
8735,Course_8735,Technology,92,1435,5.412.346.604.189.230,Udemy,140.097.865.848.251,4.361.306.792.040.850,"0,00%"
8736,Course_8736,Finance,13,3474,5.656.491.235.366.210,Coursera,14.815.745.312.015.900,4.195.434.629.004.580,"0,00%"
8737,Course_8737,Marketing,49,3020,5.380.019.872.364.220,Udemy,3.898.091.971.800.540,36.751.614.432.732.800,"0,00%"
8738,Course_8738,Programming,11,2297,887.216.825.554.117,LinkedIn Learning,11.927.026.689.747.100,4.370.365.799.209.440,"0,00%"
8739,Course_8739,Office Tools,29,1459,51.557.939.879.706.200,Udemy,22.422.378.256.140.300,3.648.569.718.614.540,"0,00%"
8740,Course_8740,Marketing,40,3280,5.591.832.726.260.690,edX,1.521.110.047.725.210,4.413.983.433.265.290,"0,00%"
8741,Course_8741,Business,91,318,52.723.025.584.787.000,edX,5.546.310.421.737.520,3.357.756.939.853.660,"0,00%"
8742,Course_8742,Design,79,4301,780.066.422.569.395,Coursera,1.042.043.928.676.870,46.823.969.017.804.700,"0,00%"
8743,Course_8743,Data Science,26,4800,58.887.853.107.801.000,LinkedIn Learning,22.520.465.267.058.800,49.485.050.677.954.300,"0,00%"
8744,Course_8744,Data Science,44,3353,8.665.024.219.440.920,LinkedIn Learning,16.446.367.862.898.400,36.331.066.062.329.700,"0,00%"
8745,Course_8745,Marketing,58,4962,8.640.901.330.347.430,Udemy,83.126.465.313.154,30.598.466.094.421.800,"0,00%"
8746,Course_8746,AI,64,1302,5.305.015.876.574.760,Coursera,17.477.359.220.060.400,4.586.430.644.342.880,"0,00%"
8747,Course_8747,Finance,53,930,7.646.986.144.849.870,Coursera,19.699.313.086.379.000,37.761.670.596.075.200,"0,00%"
8748,Course_8748,Office Tools,19,1088,9.092.961.531.533.660,Coursera,11.433.927.434.274.700,4.814.897.748.086.170,"0,00%"
8749,Course_8749,Data Science,63,3299,9.587.728.537.138.420,edX,72.594.539.316.636,3.359.344.284.058.150,"0,00%"
8750,Course_8750,Programming,20,4611,7.340.830.248.450.810,LinkedIn Learning,14.888.643.883.102.400,47.740.719.821.620.400,"0,00%"
8751,Course_8751,Office Tools,89,1713,8.738.121.151.136.450,LinkedIn Learning,695.793.538.391.212,3.047.873.101.626.400,"0,00%"
8752,Course_8752,Business,36,4223,9.294.762.842.596.270,Coursera,19.776.424.122.493.600,39.029.716.227.777.900,"0,00%"
8753,Course_8753,Technology,82,1111,8.518.375.248.119.960,edX,1.038.999.646.099.270,4.451.869.621.276.290,"0,00%"
8754,Course_8754,Business,29,2092,8.925.077.672.526.480,edX,1.191.230.361.603.690,4.394.141.492.136.290,"0,00%"
8755,Course_8755,Design,89,2060,8.626.734.134.367.570,LinkedIn Learning,13.854.463.195.018.100,41.993.159.905.606,"0,00%"
8756,Course_8756,AI,54,3096,5.632.623.848.531.600,LinkedIn Learning,26.041.710.313.619.400,44.484.445.388.596.700,"0,00%"
8757,Course_8757,Finance,59,4274,7.237.464.532.069.360,LinkedIn Learning,1.627.335.942.471.280,4.029.884.532.349.700,"0,00%"
8758,Course_8758,Office Tools,39,3924,53.327.105.286.465.000,LinkedIn Learning,19.001.499.828.321.400,39.513.327.330.420.500,"0,00%"
8759,Course_8759,Design,63,3941,50.932.674.127.938.100,edX,6.343.740.971.576.810,34.111.234.322.047.000,"0,00%"
8760,Course_8760,Office Tools,58,766,9.186.384.533.488.880,Udemy,5.260.276.621.938.940,4.968.239.857.398.300,"0,00%"
8761,Course_8761,Data Science,35,1454,8.668.692.506.571.630,Udemy,26.550.552.238.522.800,4.463.343.583.933.910,"0,00%"
8762,Course_8762,Data Science,15,1115,8.658.089.134.699.680,edX,11.129.043.469.537.300,4.636.594.738.184.080,"0,00%"
8763,Course_8763,Office Tools,97,442,58.105.072.189.390.000,edX,6.586.088.750.110.270,33.430.144.651.427.100,"0,00%"
8764,Course_8764,Technology,32,2520,5.708.515.255.695.750,edX,8.490.018.995.399.980,37.401.464.195.278.100,"0,00%"
8765,Course_8765,AI,70,1151,6.340.241.901.196.890,edX,1.453.284.871.900.500,4.703.833.372.914.000,"0,00%"
8766,Course_8766,Data Science,93,3858,827.355.450.033.312,Coursera,6.683.713.713.404.420,3.410.579.837.008.400,"0,00%"
8767,Course_8767,AI,82,2512,9.450.319.672.077.470,Udemy,12.544.866.212.189.700,37.685.703.451.447.500,"0,00%"
8768,Course_8768,Design,58,2753,7.471.500.928.523.610,edX,358.491.291.127.415,30.416.358.340.790.300,"0,00%"
8769,Course_8769,Finance,36,3843,9.510.141.626.608.850,Coursera,6.325.949.459.926.090,36.632.946.339.869.900,"0,00%"
8770,Course_8770,AI,44,2267,6.760.104.242.838.670,Udemy,1.920.926.295.623.670,33.560.678.694.865.800,"0,00%"
8771,Course_8771,Business,54,4124,69.588.543.415.978,edX,21.605.165.364.892.500,4.441.572.188.507.330,"0,00%"
8772,Course_8772,Technology,69,2432,59.179.448.141.726.900,Coursera,8.450.243.810.060.230,4.522.202.789.637.890,"0,00%"
8773,Course_8773,Office Tools,85,2168,856.639.381.310.242,edX,12.854.403.577.662.100,4.462.444.112.724.020,"0,00%"
8774,Course_8774,Business,98,1091,6.086.864.282.842.200,edX,16.446.130.979.800.700,455.426.657.723.368,"0,00%"
8775,Course_8775,AI,51,2631,546.211.289.569.218,Udemy,17.079.091.294.479.400,4.042.467.917.516.720,"0,00%"
8776,Course_8776,Business,69,2377,5.103.240.380.499.550,LinkedIn Learning,5.012.636.605.874.780,31.710.558.931.009.100,"0,00%"
8777,Course_8777,Design,14,1641,9.324.025.077.800.700,edX,13.648.476.191.732.900,4.713.148.098.400.420,"0,00%"
8778,Course_8778,Data Science,81,506,8.593.802.935.828.160,Coursera,39.479.366.924.693.200,4.442.638.497.758.020,"0,00%"
8779,Course_8779,Marketing,42,209,9.826.388.288.339.420,edX,1.717.264.175.954.320,4.365.245.194.567.960,"0,00%"
8780,Course_8780,Office Tools,28,1910,891.350.733.844.879,Udemy,6.357.525.033.941.590,4.821.287.038.141.840,"0,00%"
8781,Course_8781,Office Tools,65,2694,9.698.810.564.196.520,LinkedIn Learning,17.290.894.228.231.200,3.814.658.333.176.140,"0,00%"
8782,Course_8782,Design,49,1617,6.331.701.785.835.310,LinkedIn Learning,1.785.130.297.365.230,39.686.234.044.729.400,"0,00%"
8783,Course_8783,Business,98,2592,5.948.606.643.755.300,Coursera,8.146.461.836.351.460,4.423.143.911.836.430,"0,00%"
8784,Course_8784,Design,37,1800,5.924.067.003.260.590,edX,11.042.853.441.007.600,30.173.287.298.294.500,"0,00%"
8785,Course_8785,Programming,76,2510,732.310.293.980.438,Udemy,19.194.694.232.049.700,4.334.058.468.135.670,"0,00%"
8786,Course_8786,Marketing,74,3952,55.863.338.053.484.100,Coursera,1.364.112.601.741.770,3.941.948.064.639.690,"0,00%"
8787,Course_8787,Business,94,4412,8.502.103.112.937.860,LinkedIn Learning,6.550.011.412.228.540,3.964.056.688.666.350,"0,00%"
8788,Course_8788,Finance,46,1652,9.514.775.319.444.730,Udemy,9.710.312.885.371.920,4.614.571.582.764.970,"0,00%"
8789,Course_8789,Marketing,53,3278,5.561.202.206.580.050,LinkedIn Learning,14.206.378.114.750.800,3.616.980.520.908.260,"0,00%"
8790,Course_8790,Programming,71,3491,50.616.689.797.086.300,edX,13.281.261.774.373.300,33.810.419.557.181.000,"0,00%"
8791,Course_8791,Data Science,59,808,9.584.956.387.813.640,LinkedIn Learning,2.718.392.311.148.190,4.022.108.492.826.710,"0,00%"
8792,Course_8792,Marketing,97,1988,8.856.627.694.575.170,Udemy,13.071.632.732.202.700,43.855.353.351.050.800,"0,00%"
8793,Course_8793,Office Tools,32,4871,6.511.263.973.155.860,Udemy,19.081.548.975.569.200,4.893.749.548.757.110,"0,00%"
8794,Course_8794,Data Science,76,3719,8.701.693.348.945.850,Coursera,18.430.169.440.634.000,3.814.481.389.620.710,"0,00%"
8795,Course_8795,Marketing,83,3471,59.672.078.949.331.000,Coursera,1.638.809.282.934.280,4.687.208.048.228.750,"0,00%"
8796,Course_8796,Office Tools,91,3973,6.004.375.959.888.380,LinkedIn Learning,18.748.524.713.191.100,486.503.648.832.155,"0,00%"
8797,Course_8797,Office Tools,43,1784,8.642.786.589.783.420,Coursera,8.289.904.197.918.200,4.411.869.045.015.800,"0,00%"
8798,Course_8798,AI,77,2690,5.094.763.763.627.860,Udemy,18.210.401.916.221.500,3.398.943.868.044.360,"0,00%"
8799,Course_8799,Finance,34,2869,7.156.589.885.950.290,Coursera,7.304.078.535.941.990,4.774.172.445.823.140,"0,00%"
8800,Course_8800,Technology,93,2439,737.621.900.907.887,LinkedIn Learning,11.330.345.379.242.400,4.753.460.992.292.640,"0,00%"
8801,Course_8801,Programming,98,3023,9.696.470.133.555.690,Coursera,8.665.077.491.043.940,4.663.133.098.834.380,"0,00%"
8802,Course_8802,Programming,49,1430,667.301.351.151.255,LinkedIn Learning,17.780.222.615.005.300,4.333.638.156.185.070,"0,00%"
8803,Course_8803,AI,35,3536,5.585.267.088.428.090,Udemy,17.527.448.764.213.400,3.981.084.822.304.190,"0,00%"
8804,Course_8804,Finance,64,2750,61.166.428.235.010.100,Coursera,18.798.188.459.705.100,4.052.820.664.750.170,"0,00%"
8805,Course_8805,Business,91,4943,8.756.820.732.107.890,edX,9.549.751.061.682.480,3.900.353.752.991.830,"0,00%"
8806,Course_8806,Technology,97,650,8.825.957.909.161.480,edX,726.693.088.697.744,32.712.467.030.997.700,"0,00%"
8807,Course_8807,AI,88,1543,706.859.162.660.287,Udemy,19.152.954.474.079.800,44.517.076.686.440.000,"0,00%"
8808,Course_8808,AI,64,4703,5.489.556.035.408.030,LinkedIn Learning,33.592.643.659.253.100,44.840.839.827.304,"0,00%"
8809,Course_8809,Business,28,1636,8.484.112.649.177.130,Udemy,14.955.034.690.098.000,36.860.690.857.097.500,"0,00%"
8810,Course_8810,Design,64,2966,8.534.303.044.643.870,LinkedIn Learning,1.701.860.573.073.310,4.183.314.739.400.110,"0,00%"
8811,Course_8811,Programming,16,1511,9.694.438.999.897.460,edX,10.987.708.362.852.200,4.054.187.118.900.730,"0,00%"
8812,Course_8812,Technology,51,3143,5.662.645.399.374.360,Coursera,7.490.233.561.774.730,31.242.382.233.545.000,"0,00%"
8813,Course_8813,Programming,23,234,9.905.340.178.590.940,Coursera,14.589.623.800.111.700,36.796.327.308.711.100,"0,00%"
8814,Course_8814,Marketing,25,4753,9.140.474.020.504.170,edX,9.090.854.241.866.670,4.391.679.351.505.760,"0,00%"
8815,Course_8815,Design,23,695,7.484.990.206.989.730,Coursera,63.325.033.028.965.400,3.141.951.016.957.560,"0,00%"
8816,Course_8816,Office Tools,92,1971,7.142.559.295.011.240,LinkedIn Learning,17.278.851.702.366.400,4.789.235.062.144.080,"0,00%"
8817,Course_8817,Marketing,63,742,9.972.694.942.539.340,Udemy,8.200.187.635.778.900,4.444.170.954.335.200,"0,00%"
8818,Course_8818,Finance,21,773,9.985.665.915.785.850,Udemy,671.170.394.137.331,39.053.879.390.964.800,"0,00%"
8819,Course_8819,Technology,77,4005,9.467.772.943.165.830,Coursera,6.109.610.470.610.560,302.113.163.089.373,"0,00%"
8820,Course_8820,Office Tools,62,3083,6.029.774.846.602.390,edX,13.092.924.994.574.400,3.857.771.350.209.140,"0,00%"
8821,Course_8821,Business,100,1249,7.848.472.723.396.200,Coursera,6.894.956.923.935.730,4.869.444.307.832.080,"0,00%"
8822,Course_8822,Finance,58,294,939.941.493.283.849,LinkedIn Learning,17.915.793.304.344.600,4.853.849.071.207.820,"0,00%"
8823,Course_8823,Business,76,4640,9.501.326.235.833.260,LinkedIn Learning,7.518.709.881.482.720,4.488.237.666.775.120,"0,00%"
8824,Course_8824,Data Science,96,4928,8.060.622.044.156.830,Udemy,18.726.433.136.067.800,4.171.219.595.230.530,"0,00%"
8825,Course_8825,AI,33,917,6.764.807.783.543.720,edX,8.567.784.980.452.660,33.508.297.045.515.700,"0,00%"
8826,Course_8826,Programming,62,3500,7.945.835.039.826.960,Udemy,17.699.527.700.570.100,4.917.262.242.811.250,"0,00%"
8827,Course_8827,AI,59,4221,9.970.089.364.480.890,LinkedIn Learning,2.303.211.380.368.980,4.156.126.656.762.790,"0,00%"
8828,Course_8828,Technology,78,3709,8.944.971.778.721.190,LinkedIn Learning,2.872.702.120.079.940,4.486.638.715.777.700,"0,00%"
8829,Course_8829,Business,64,2611,9.776.257.980.447.250,Coursera,1.875.517.572.640.430,449.131.899.346.972,"0,00%"
8830,Course_8830,Programming,92,4974,7.890.213.071.466.790,LinkedIn Learning,1.554.127.330.762.480,4.941.820.250.071.680,"0,00%"
8831,Course_8831,AI,80,4009,5.449.108.182.162.210,Udemy,2.594.115.702.555.310,4.787.045.053.356.140,"0,00%"
8832,Course_8832,Finance,79,4495,51.649.555.297.901.900,Udemy,13.160.100.919.555.400,4.818.867.871.487.050,"0,00%"
8833,Course_8833,Technology,26,598,7.587.756.085.300.200,LinkedIn Learning,2.031.070.135.398.010,31.831.282.766.821.700,"0,00%"
8834,Course_8834,Office Tools,64,619,9.760.721.001.502.350,Coursera,17.006.479.212.311.200,36.803.392.884.486.300,"0,00%"
8835,Course_8835,Finance,82,665,9.584.724.887.263.620,Udemy,42.271.623.900.068.100,4.562.096.148.123.870,"0,00%"
8836,Course_8836,Business,49,1526,7.406.212.280.269.520,edX,9.354.305.520.050.500,335.382.825.014.402,"0,00%"
8837,Course_8837,AI,84,4848,6.848.302.309.784.930,Coursera,12.835.142.366.413.100,3.629.429.211.708.500,"0,00%"
8838,Course_8838,Technology,70,3365,7.287.811.215.747.810,Coursera,9.543.223.545.157.070,4.290.018.005.890.860,"0,00%"
8839,Course_8839,AI,45,3537,5.612.011.925.407.850,Udemy,15.140.598.189.162.100,4.761.139.812.212.610,"0,00%"
8840,Course_8840,Programming,27,2176,7.747.089.851.388.780,Udemy,29.733.261.403.795.100,32.858.265.620.518.200,"0,00%"
8841,Course_8841,Marketing,14,1293,7.255.260.039.117.610,edX,19.813.284.486.241.800,37.592.126.100.637.900,"0,00%"
8842,Course_8842,Technology,82,3159,8.588.692.527.336.780,edX,27.383.824.100.603.400,32.397.398.713.852.400,"0,00%"
8843,Course_8843,Business,84,4226,9.790.543.143.444.100,Udemy,19.782.719.689.867.800,3.444.104.632.938.660,"0,00%"
8844,Course_8844,Data Science,65,2225,63.491.878.702.025.100,Coursera,9.061.327.174.669.510,38.241.634.249.608.000,"0,00%"
8845,Course_8845,Finance,16,3444,7.202.880.116.811.470,Coursera,10.690.076.413.288.800,4.044.252.942.228.410,"0,00%"
8846,Course_8846,Marketing,56,2352,9.935.575.919.462.670,LinkedIn Learning,11.047.570.761.455.100,3.175.641.494.487.200,"0,00%"
8847,Course_8847,Office Tools,78,2219,9.792.500.276.872.820,LinkedIn Learning,9.421.438.162.945.350,4.867.621.967.662.880,"0,00%"
8848,Course_8848,Data Science,71,3736,8.039.130.425.763.020,edX,1.593.139.337.273.770,3.203.549.232.915.870,"0,00%"
8849,Course_8849,Business,44,3417,9.351.545.310.631.590,LinkedIn Learning,4.734.818.626.145.930,4.366.013.984.347.350,"0,00%"
8850,Course_8850,Business,23,584,864.759.351.799.852,edX,15.232.691.058.507.300,34.232.074.590.700.100,"0,00%"
8851,Course_8851,Marketing,81,635,5.265.974.609.728.720,LinkedIn Learning,29.804.560.320.518.000,32.067.287.529.806.500,"0,00%"
8852,Course_8852,Marketing,45,3278,737.250.867.705.986,Udemy,11.420.683.161.303.600,32.775.880.487.499.700,"0,00%"
8853,Course_8853,Technology,37,4770,7.644.901.797.421.160,LinkedIn Learning,12.562.003.359.157.500,3.398.156.259.046.950,"0,00%"
8854,Course_8854,Technology,65,138,8.029.146.467.166.710,Udemy,17.288.013.310.795.200,4.521.557.608.437.330,"0,00%"
8855,Course_8855,Office Tools,14,4822,745.919.175.582.941,LinkedIn Learning,1.958.401.744.370.260,3.523.182.254.536.390,"0,00%"
8856,Course_8856,Data Science,33,818,6.731.341.241.974.880,LinkedIn Learning,4.133.713.913.867.280,45.753.219.005.617.100,"0,00%"
8857,Course_8857,Business,28,4008,6.796.843.938.013.690,Udemy,13.699.268.097.492.000,4.350.354.829.289.930,"0,00%"
8858,Course_8858,Design,78,3450,6.726.826.882.264.110,edX,13.829.271.782.825.800,38.060.671.519.433.700,"0,00%"
8859,Course_8859,Technology,64,385,997.980.924.048.552,Udemy,12.560.361.409.502.500,38.902.529.878.527.000,"0,00%"
8860,Course_8860,AI,58,1288,8.841.579.182.459.510,Udemy,11.377.071.899.594.000,3.993.864.865.850.740,"0,00%"
8861,Course_8861,Technology,45,4187,897.692.456.484.018,Coursera,1.349.271.309.808.920,3.333.993.285.367.020,"0,00%"
8862,Course_8862,Finance,17,4772,9.845.460.899.691.210,Coursera,10.001.590.193.788.900,35.640.950.966.808.700,"0,00%"
8863,Course_8863,Business,48,3775,7.168.642.165.447.940,LinkedIn Learning,12.429.251.533.600.400,4.473.755.670.648.080,"0,00%"
8864,Course_8864,Finance,14,144,6.948.843.453.547.150,Udemy,26.800.347.831.453.600,3.412.250.917.601.910,"0,00%"
8865,Course_8865,AI,35,648,9.886.069.662.437.740,Coursera,5.793.623.748.526.850,305.754.757.580.588,"0,00%"
8866,Course_8866,AI,56,2695,6.200.377.412.961.580,Coursera,17.661.972.001.496.700,3.426.434.560.151.120,"0,00%"
8867,Course_8867,Programming,62,1659,8.309.445.664.455.420,Coursera,1.543.724.361.464.410,30.113.101.432.573.700,"0,00%"
8868,Course_8868,Design,46,3458,6.627.689.212.067.350,Udemy,9.474.293.304.435.290,4.214.860.812.179.930,"0,00%"
8869,Course_8869,Technology,49,1770,6.055.113.644.107.070,Coursera,1.678.363.525.200.450,3.292.093.697.592.910,"0,00%"
8870,Course_8870,Marketing,67,2103,9.008.993.361.362.150,Udemy,11.027.232.615.530.100,443.104.449.946.401,"0,00%"
8871,Course_8871,Programming,86,112,8.968.048.131.647.090,LinkedIn Learning,19.090.357.733.866.400,4.279.236.835.698.030,"0,00%"
8872,Course_8872,Programming,60,3827,8.675.155.378.507.550,LinkedIn Learning,5.844.582.277.093.040,4.962.121.984.982.620,"0,00%"
8873,Course_8873,Design,84,2590,508.913.080.070.912,Udemy,9.680.897.203.547.350,307.055.890.701.087,"0,00%"
8874,Course_8874,Finance,74,3934,9.939.473.408.403.120,Coursera,3.523.039.831.353.190,42.125.845.441.681.900,"0,00%"
8875,Course_8875,Data Science,89,4963,8.164.542.573.229.720,Coursera,25.447.380.385.755.300,4.241.823.600.683.870,"0,00%"
8876,Course_8876,Finance,35,2847,8.038.138.567.149.030,LinkedIn Learning,1.447.879.986.229.660,42.830.017.745.416.300,"0,00%"
8877,Course_8877,Programming,80,4641,7.841.087.541.509.810,LinkedIn Learning,25.077.466.172.596.200,46.553.819.055.607.300,"0,00%"
8878,Course_8878,Finance,96,587,8.534.334.802.756.820,edX,12.510.528.792.203.600,3.335.970.079.769.680,"0,00%"
8879,Course_8879,Business,76,2578,6.826.478.634.402.770,edX,17.405.196.361.557.300,4.849.433.275.031.980,"0,00%"
8880,Course_8880,Office Tools,51,4898,50.208.519.781.933.400,edX,1.940.785.780.662.630,3.335.042.037.219.030,"0,00%"
8881,Course_8881,Data Science,45,1017,7.397.040.351.153.960,Udemy,9.614.088.170.888.290,4.660.104.396.069.050,"0,00%"
8882,Course_8882,AI,92,1657,9.262.858.509.328.550,edX,14.558.637.923.021.100,4.915.937.894.593.990,"0,00%"
8883,Course_8883,Design,85,795,8.435.886.595.206.480,LinkedIn Learning,9.733.489.238.360.980,38.812.185.580.935.300,"0,00%"
8884,Course_8884,Office Tools,61,396,8.712.232.224.833.030,Udemy,15.935.534.322.268.400,3.814.316.541.960.860,"0,00%"
8885,Course_8885,Technology,84,4650,6.539.564.785.476.570,LinkedIn Learning,16.550.506.016.126.200,4.327.985.678.067.560,"0,00%"
8886,Course_8886,Business,98,3031,9.774.206.876.857.740,Udemy,1.767.848.514.585.010,37.933.029.851.778.500,"0,00%"
8887,Course_8887,Marketing,22,1551,9.674.908.976.787.300,LinkedIn Learning,7.714.895.263.789.920,4.987.471.646.398.900,"0,00%"
8888,Course_8888,Office Tools,21,2598,8.238.125.974.753.410,edX,62.244.164.398.262.600,39.470.484.663.040.300,"0,00%"
8889,Course_8889,Marketing,52,2415,5.871.702.530.607.780,Coursera,15.869.346.235.358.000,4.043.707.691.839.280,"0,00%"
8890,Course_8890,Programming,55,2783,742.957.797.537.853,Udemy,10.286.176.852.973.800,4.018.988.621.591.030,"0,00%"
8891,Course_8891,Programming,92,4333,509.427.197.388.582,edX,16.493.610.832.621.600,39.462.497.238.318.100,"0,00%"
8892,Course_8892,Design,41,1729,9.662.110.638.428.160,edX,19.957.063.075.493.400,4.016.311.676.048.050,"0,00%"
8893,Course_8893,Technology,13,3775,5.520.795.263.406.780,edX,1.701.637.000.658.280,454.240.605.381.727,"0,00%"
8894,Course_8894,Business,81,4118,9.310.002.498.281.350,Coursera,1.837.831.351.393.660,3.779.864.167.470.520,"0,00%"
8895,Course_8895,Programming,44,2189,9.273.200.593.060.500,LinkedIn Learning,1.045.375.698.166.770,4.825.509.679.224.350,"0,00%"
8896,Course_8896,Marketing,71,4588,6.919.712.920.144.350,Udemy,2.970.980.960.130.750,33.951.733.072.017.900,"0,00%"
8897,Course_8897,Design,76,3375,53.699.960.462.389.200,Udemy,9.986.145.069.451.290,4.930.117.750.215.940,"0,00%"
8898,Course_8898,AI,73,1806,7.150.744.243.741.540,Coursera,7.922.473.689.899.100,40.503.994.504.140.500,"0,00%"
8899,Course_8899,Data Science,66,3976,52.190.239.191.728.500,LinkedIn Learning,9.056.221.982.545.630,4.755.847.094.520.460,"0,00%"
8900,Course_8900,Design,91,2986,5.608.179.257.613.780,LinkedIn Learning,13.848.540.653.320.500,36.482.128.676.647.700,"0,00%"
8901,Course_8901,Data Science,27,3427,9.979.348.862.380.430,edX,15.219.852.123.794.000,3.060.607.916.744.380,"0,00%"
8902,Course_8902,AI,60,125,7.248.596.054.472.790,LinkedIn Learning,10.727.934.924.602.800,4.760.264.076.776.990,"0,00%"
8903,Course_8903,Business,45,4393,7.429.868.953.018.710,Coursera,30.294.295.665.937.100,3.288.803.661.376.550,"0,00%"
8904,Course_8904,Design,11,2058,8.732.851.047.236.770,Udemy,17.532.816.474.745.900,4.275.166.720.579.140,"0,00%"
8905,Course_8905,Finance,26,4395,9.023.537.077.920.500,LinkedIn Learning,14.048.750.176.316.200,31.689.075.852.311.300,"0,00%"
8906,Course_8906,Marketing,53,1532,8.120.963.108.854.230,edX,17.813.870.307.547.200,39.090.879.366.585.400,"0,00%"
8907,Course_8907,AI,97,4525,9.029.456.575.180.890,LinkedIn Learning,11.208.761.317.619.900,4.448.622.023.705.140,"0,00%"
8908,Course_8908,Technology,67,2384,5.793.198.482.899.490,LinkedIn Learning,16.634.005.499.158.200,467.220.732.895.418,"0,00%"
8909,Course_8909,Office Tools,60,3549,5.809.897.437.595.800,LinkedIn Learning,3.300.392.194.852.890,4.671.326.432.584.220,"0,00%"
8910,Course_8910,Design,62,4289,6.941.429.625.985.870,edX,7.855.276.695.663.690,38.842.991.021.472.300,"0,00%"
8911,Course_8911,Programming,51,4192,8.069.869.758.464.980,Udemy,18.316.824.742.960.500,32.111.638.728.167.700,"0,00%"
8912,Course_8912,Programming,86,2871,5.528.545.178.416.650,Udemy,1.911.018.571.458.430,30.961.944.849.997.100,"0,00%"
